match_type,date,team1,team2,venue,city,toss_winner,toss_decision,match_winner,result,win_by_runs,win_by_wickets
odi,2017-01-13,Australia,Pakistan,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Australia,bat,Australia,,92,0
odi,2017-01-15,Australia,Pakistan,Melbourne Cricket Ground,,Australia,bat,Pakistan,,0,6
odi,2017-01-19,Australia,Pakistan,Western Australia Cricket Association Ground,Perth,Australia,field,Australia,,0,7
odi,2017-01-22,Australia,Pakistan,Sydney Cricket Ground,,Australia,bat,Australia,,86,0
odi,2017-01-26,Australia,Pakistan,Adelaide Oval,,Australia,bat,Australia,,57,0
odi,2016-12-04,Australia,New Zealand,Sydney Cricket Ground,,Australia,bat,Australia,,68,0
odi,2016-12-06,Australia,New Zealand,Manuka Oval,Canberra,New Zealand,field,Australia,,116,0
odi,2016-12-09,Australia,New Zealand,Melbourne Cricket Ground,,Australia,bat,Australia,,117,0
odi,2016-09-08,Scotland,Hong Kong,"Grange Cricket Club Ground, Raeburn Place",Edinburgh,Hong Kong,field,,no result,0,0
odi,2016-09-10,Scotland,Hong Kong,"Grange Cricket Club Ground, Raeburn Place",Edinburgh,Scotland,bat,Scotland,,53,0
odi,2016-06-11,Zimbabwe,India,Harare Sports Club,,India,field,India,,0,9
odi,2016-06-13,Zimbabwe,India,Harare Sports Club,,India,field,India,,0,8
odi,2016-06-15,Zimbabwe,India,Harare Sports Club,,Zimbabwe,bat,India,,0,10
odi,2016-12-26,New Zealand,Bangladesh,Hagley Oval,Christchurch,New Zealand,bat,New Zealand,,77,0
odi,2016-12-29,New Zealand,Bangladesh,Saxton Oval,Nelson,Bangladesh,field,New Zealand,,67,0
odi,2016-12-31,New Zealand,Bangladesh,Saxton Oval,Nelson,Bangladesh,bat,New Zealand,,0,8
odi,2017-01-30,New Zealand,Australia,Eden Park,Auckland,Australia,field,New Zealand,,6,0
odi,2017-02-05,New Zealand,Australia,Seddon Park,Hamilton,New Zealand,bat,New Zealand,,24,0
odi,2017-02-19,New Zealand,South Africa,Seddon Park,Hamilton,South Africa,field,South Africa,,0,4
odi,2017-02-22,New Zealand,South Africa,Hagley Oval,Christchurch,South Africa,field,New Zealand,,6,0
odi,2017-02-25,New Zealand,South Africa,Westpac Stadium,Wellington,South Africa,bat,South Africa,,159,0
odi,2017-03-01,New Zealand,South Africa,Seddon Park,Hamilton,South Africa,bat,New Zealand,,0,7
odi,2017-03-04,New Zealand,South Africa,Eden Park,Auckland,South Africa,field,South Africa,,0,6
odi,2017-06-01,England,Bangladesh,Kennington Oval,London,England,field,England,,0,8
odi,2017-06-02,Australia,New Zealand,Edgbaston,Birmingham,New Zealand,bat,,no result,0,0
odi,2017-06-03,South Africa,Sri Lanka,Kennington Oval,London,Sri Lanka,field,South Africa,,96,0
odi,2017-06-04,India,Pakistan,Edgbaston,Birmingham,Pakistan,field,India,,124,0
odi,2017-06-05,Australia,Bangladesh,Kennington Oval,London,Bangladesh,bat,,no result,0,0
odi,2017-06-06,England,New Zealand,Sophia Gardens,Cardiff,New Zealand,field,England,,87,0
odi,2017-06-07,Pakistan,South Africa,Edgbaston,Birmingham,South Africa,bat,Pakistan,,19,0
odi,2017-06-08,India,Sri Lanka,Kennington Oval,London,Sri Lanka,field,Sri Lanka,,0,7
odi,2017-06-09,Bangladesh,New Zealand,Sophia Gardens,Cardiff,New Zealand,bat,Bangladesh,,0,5
odi,2017-06-10,England,Australia,Edgbaston,Birmingham,England,field,England,,40,0
odi,2017-06-11,India,South Africa,Kennington Oval,London,India,field,India,,0,8
odi,2017-06-12,Pakistan,Sri Lanka,Sophia Gardens,Cardiff,Pakistan,field,Pakistan,,0,3
odi,2017-06-14,England,Pakistan,Sophia Gardens,Cardiff,Pakistan,field,Pakistan,,0,8
odi,2017-06-15,Bangladesh,India,Edgbaston,Birmingham,India,field,India,,0,9
odi,2017-06-18,India,Pakistan,Kennington Oval,London,India,field,Pakistan,,180,0
odi,2016-11-04,Hong Kong,Papua New Guinea,"Mission Road Ground, Mong Kok",Hong Kong,Hong Kong,bat,Hong Kong,,106,0
odi,2016-11-06,Hong Kong,Papua New Guinea,"Mission Road Ground, Mong Kok",Hong Kong,Papua New Guinea,bat,Papua New Guinea,,14,0
odi,2016-11-08,Hong Kong,Papua New Guinea,"Mission Road Ground, Mong Kok",Hong Kong,Papua New Guinea,bat,Hong Kong,,0,7
odi,2017-03-03,West Indies,England,"Sir Vivian Richards Stadium, North Sound",Antigua,West Indies,field,England,,45,0
odi,2017-03-05,West Indies,England,"Sir Vivian Richards Stadium, North Sound",Antigua,West Indies,bat,England,,0,4
odi,2017-03-09,West Indies,England,"Kensington Oval, Bridgetown",Barbados,West Indies,field,England,,186,0
odi,2017-05-05,England,Ireland,County Ground,Bristol,Ireland,bat,England,,0,7
odi,2017-05-07,England,Ireland,Lord's,London,Ireland,field,England,,85,0
odi,2016-10-07,Bangladesh,England,Shere Bangla National Stadium,Mirpur,England,bat,England,,21,0
odi,2016-10-09,Bangladesh,England,Shere Bangla National Stadium,Mirpur,England,field,Bangladesh,,34,0
odi,2016-10-12,Bangladesh,England,Zahur Ahmed Chowdhury Stadium,Chittagong,England,field,England,,0,4
odi,2016-10-16,India,New Zealand,Himachal Pradesh Cricket Association Stadium,Dharmasala,India,field,India,,0,6
odi,2016-10-20,India,New Zealand,Feroz Shah Kotla,Delhi,India,field,New Zealand,,6,0
odi,2016-10-23,India,New Zealand,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,field,India,,0,7
odi,2016-10-26,India,New Zealand,JSCA International Stadium Complex,Ranchi,New Zealand,bat,New Zealand,,19,0
odi,2016-10-29,India,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,bat,India,,190,0
odi,2017-05-24,England,South Africa,Headingley,Leeds,South Africa,field,England,,72,0
odi,2017-05-27,England,South Africa,The Rose Bowl,Southampton,South Africa,field,England,,2,0
odi,2017-05-29,England,South Africa,Lord's,London,South Africa,field,South Africa,,0,7
odi,2017-09-19,West Indies,England,Old Trafford,Manchester,West Indies,bat,England,,0,7
odi,2017-09-21,England,West Indies,Trent Bridge,Nottingham,West Indies,field,,no result,0,0
odi,2017-09-24,England,West Indies,County Ground,Bristol,West Indies,field,England,,124,0
odi,2017-09-27,West Indies,England,Kennington Oval,London,England,field,England,,6,0
odi,2017-09-29,West Indies,England,The Rose Bowl,Southampton,England,field,England,,0,9
odi,2017-05-12,Ireland,Bangladesh,Malahide,Dublin,Ireland,field,,no result,0,0
odi,2017-05-14,Ireland,New Zealand,Malahide,Dublin,Ireland,field,New Zealand,,51,0
odi,2017-05-17,Bangladesh,New Zealand,Clontarf Cricket Club Ground,Dublin,New Zealand,field,New Zealand,,0,4
odi,2017-05-19,Ireland,Bangladesh,Malahide,Dublin,Bangladesh,field,Bangladesh,,0,8
odi,2017-05-21,Ireland,New Zealand,Malahide,Dublin,Ireland,field,New Zealand,,190,0
odi,2017-05-24,Bangladesh,New Zealand,Clontarf Cricket Club Ground,Dublin,Bangladesh,field,Bangladesh,,0,5
odi,2017-01-15,India,England,Maharashtra Cricket Association Stadium,Pune,India,field,India,,0,3
odi,2017-01-19,India,England,Barabati Stadium,Cuttack,England,field,India,,15,0
odi,2017-01-22,India,England,Eden Gardens,Kolkata,India,field,England,,5,0
odi,2017-01-18,Bangladesh,South Africa,Sheikh Kamal International Cricket Stadium,Cox's Bazar,South Africa,bat,South Africa,,94,0
odi,2017-01-20,Bangladesh,South Africa,Sheikh Kamal International Cricket Stadium,Cox's Bazar,Bangladesh,bat,South Africa,,0,8
odi,2016-11-18,Australia,South Africa,Manuka Oval,Canberra,South Africa,bat,Australia,,0,2
odi,2016-11-20,Australia,South Africa,Manuka Oval,Canberra,Australia,bat,Australia,,66,0
odi,2016-11-29,Australia,South Africa,International Sports Stadium,Coffs Harbour,South Africa,field,Australia,,43,0
odi,2016-09-18,Sri Lanka,Australia,Rangiri Dambulla International Stadium,,Sri Lanka,bat,Australia,,0,4
odi,2016-09-25,Sri Lanka,Australia,Khettarama Stadium,Colombo,Australia,bat,Australia,,137,0
odi,2016-09-30,Pakistan,West Indies,Sharjah Cricket Stadium,,West Indies,field,Pakistan,,111,0
odi,2016-10-02,Pakistan,West Indies,Sharjah Cricket Stadium,,Pakistan,bat,Pakistan,,59,0
odi,2016-10-05,Pakistan,West Indies,Sheikh Zayed Stadium,Abu Dhabi,Pakistan,bat,Pakistan,,136,0
odi,2016-11-11,New Zealand,Pakistan,Bert Sutcliffe Oval,Lincoln,New Zealand,bat,New Zealand,,60,0
odi,2016-11-13,New Zealand,Pakistan,Bert Sutcliffe Oval,Lincoln,Pakistan,bat,New Zealand,,0,8
odi,2016-11-17,New Zealand,Pakistan,Saxton Oval,Nelson,New Zealand,field,New Zealand,,0,7
odi,2017-02-26,New Zealand,Australia,Eden Park No 2,Auckland,Australia,bat,New Zealand,,0,5
odi,2017-03-02,New Zealand,Australia,Bay Oval,Mount Maunganui,Australia,field,Australia,,0,4
odi,2017-03-05,New Zealand,Australia,Bay Oval,Mount Maunganui,Australia,field,Australia,,0,5
odi,2016-11-15,Sri Lanka,England,R Premadasa Stadium,Colombo,Sri Lanka,bat,England,,0,5
odi,2016-11-17,Sri Lanka,England,R Premadasa Stadium,Colombo,England,bat,England,,162,0
odi,2016-11-14,Zimbabwe,Sri Lanka,Harare Sports Club,,Sri Lanka,field,Sri Lanka,,0,8
odi,2016-11-16,Sri Lanka,West Indies,Harare Sports Club,,Sri Lanka,field,West Indies,,62,0
odi,2016-11-19,Zimbabwe,West Indies,Queens Sports Club,Bulawayo,Zimbabwe,bat,,tie,0,0
odi,2016-11-21,Zimbabwe,Sri Lanka,Queens Sports Club,Bulawayo,Zimbabwe,bat,,no result,0,0
odi,2016-11-23,Sri Lanka,West Indies,Queens Sports Club,Bulawayo,West Indies,field,Sri Lanka,,1,0
odi,2016-11-25,Zimbabwe,West Indies,Queens Sports Club,Bulawayo,Zimbabwe,bat,Zimbabwe,,5,0
odi,2016-11-27,Zimbabwe,Sri Lanka,Queens Sports Club,Bulawayo,Zimbabwe,bat,Sri Lanka,,0,6
odi,2016-11-09,Sri Lanka,England,Sinhalese Sports Club Ground,Colombo,Sri Lanka,bat,England,,0,8
odi,2017-04-02,United Arab Emirates,Papua New Guinea,Sheikh Zayed Stadium,Abu Dhabi,Papua New Guinea,bat,Papua New Guinea,,26,0
odi,2018-01-14,Australia,England,Melbourne Cricket Ground,,England,field,England,,0,5
odi,2018-01-19,Australia,England,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Australia,bat,England,,0,4
odi,2018-01-21,England,Australia,Sydney Cricket Ground,,Australia,field,England,,16,0
odi,2018-01-26,England,Australia,Adelaide Oval,,Australia,field,Australia,,0,3
odi,2018-01-28,England,Australia,Perth Stadium,,Australia,field,England,,12,0
odi,2017-02-07,Sri Lanka,India,P Sara Oval,Colombo,India,bat,India,,114,0
odi,2017-02-07,Pakistan,South Africa,Nondescripts Cricket Club Ground,Colombo,South Africa,bat,South Africa,,63,0
odi,2017-02-08,Sri Lanka,Ireland,Nondescripts Cricket Club Ground,Colombo,Sri Lanka,bat,Sri Lanka,,146,0
odi,2017-02-08,Bangladesh,Pakistan,P Sara Oval,Colombo,Pakistan,bat,Pakistan,,67,0
odi,2017-02-10,India,Ireland,P Sara Oval,Colombo,India,bat,India,,125,0
odi,2017-02-11,Bangladesh,South Africa,P Sara Oval,Colombo,Bangladesh,bat,South Africa,,0,6
odi,2017-02-15,India,South Africa,P Sara Oval,Colombo,South Africa,field,India,,49,0
odi,2017-02-15,Sri Lanka,Pakistan,Nondescripts Cricket Club Ground,Colombo,Sri Lanka,field,Sri Lanka,,0,5
odi,2017-02-15,Bangladesh,Ireland,Colombo Cricket Club Ground,,Bangladesh,field,Bangladesh,,0,7
odi,2017-02-17,Sri Lanka,South Africa,P Sara Oval,Colombo,Sri Lanka,bat,South Africa,,0,9
odi,2017-02-17,Bangladesh,India,Nondescripts Cricket Club Ground,Colombo,India,field,India,,0,9
odi,2017-02-17,Ireland,Pakistan,Colombo Cricket Club Ground,,Pakistan,bat,Pakistan,,86,0
odi,2017-02-19,India,Pakistan,P Sara Oval,Colombo,India,field,India,,0,7
odi,2017-02-19,Sri Lanka,Bangladesh,Nondescripts Cricket Club Ground,Colombo,Bangladesh,field,Sri Lanka,,42,0
odi,2017-02-19,Ireland,South Africa,Colombo Cricket Club Ground,,Ireland,bat,South Africa,,36,0
odi,2017-02-21,India,South Africa,P Sara Oval,Colombo,South Africa,bat,India,,0,1
odi,2017-10-15,Bangladesh,South Africa,Diamond Oval,Kimberley,Bangladesh,bat,South Africa,,0,10
odi,2017-10-18,South Africa,Bangladesh,Boland Park,Paarl,Bangladesh,field,South Africa,,104,0
odi,2017-10-22,South Africa,Bangladesh,Buffalo Park,East London,South Africa,bat,South Africa,,200,0
odi,2017-04-07,West Indies,Pakistan,Providence Stadium,Guyana,West Indies,field,West Indies,,0,4
odi,2017-04-09,West Indies,Pakistan,Providence Stadium,Guyana,West Indies,field,Pakistan,,74,0
odi,2017-04-11,West Indies,Pakistan,Providence Stadium,Guyana,West Indies,bat,Pakistan,,0,6
odi,2017-01-22,Hong Kong,Scotland,Sheikh Zayed Stadium,Abu Dhabi,Hong Kong,field,Hong Kong,,0,7
odi,2017-01-24,United Arab Emirates,Scotland,Dubai International Cricket Stadium,,Scotland,bat,United Arab Emirates,,0,4
odi,2017-01-26,United Arab Emirates,Hong Kong,Dubai International Cricket Stadium,,United Arab Emirates,field,United Arab Emirates,,0,6
odi,2017-03-02,United Arab Emirates,Ireland,ICC Global Cricket Academy,Dubai,United Arab Emirates,field,Ireland,,85,0
odi,2017-03-04,United Arab Emirates,Ireland,ICC Global Cricket Academy,Dubai,United Arab Emirates,bat,Ireland,,0,8
odi,2017-03-25,Sri Lanka,Bangladesh,Rangiri Dambulla International Stadium,,Sri Lanka,field,Bangladesh,,90,0
odi,2017-03-28,Sri Lanka,Bangladesh,Rangiri Dambulla International Stadium,,Sri Lanka,bat,,no result,0,0
odi,2017-04-01,Sri Lanka,Bangladesh,Sinhalese Sports Club Ground,Colombo,Bangladesh,field,Sri Lanka,,70,0
odi,2017-06-24,New Zealand,Sri Lanka,County Ground,Bristol,New Zealand,field,New Zealand,,0,9
odi,2017-06-24,England,India,County Ground,Derby,England,field,India,,35,0
odi,2017-06-25,Pakistan,South Africa,Grace Road,Leicester,South Africa,field,South Africa,,0,3
odi,2017-06-26,Australia,West Indies,County Ground,Taunton,West Indies,bat,Australia,,0,8
odi,2017-06-27,England,Pakistan,Grace Road,Leicester,Pakistan,field,England,,107,0
odi,2017-06-29,India,West Indies,County Ground,Taunton,India,field,India,,0,7
odi,2017-06-29,Australia,Sri Lanka,County Ground,Bristol,Australia,field,Australia,,0,8
odi,2017-07-02,England,Sri Lanka,County Ground,Taunton,Sri Lanka,bat,England,,0,7
odi,2017-07-02,Australia,New Zealand,County Ground,Bristol,New Zealand,bat,Australia,,0,5
odi,2017-07-02,India,Pakistan,County Ground,Derby,India,bat,India,,95,0
odi,2017-07-02,South Africa,West Indies,Grace Road,Leicester,South Africa,field,South Africa,,0,10
odi,2017-07-05,England,South Africa,County Ground,Bristol,England,bat,England,,68,0
odi,2017-07-05,India,Sri Lanka,County Ground,Derby,India,bat,India,,16,0
odi,2017-07-05,Australia,Pakistan,Grace Road,Leicester,Australia,bat,Australia,,159,0
odi,2017-07-06,New Zealand,West Indies,County Ground,Taunton,New Zealand,field,New Zealand,,0,8
odi,2017-07-08,New Zealand,Pakistan,County Ground,Taunton,Pakistan,bat,New Zealand,,0,8
odi,2017-07-08,India,South Africa,Grace Road,Leicester,India,field,South Africa,,115,0
odi,2017-07-09,England,Australia,County Ground,Bristol,England,bat,England,,3,0
odi,2017-07-09,Sri Lanka,West Indies,County Ground,Derby,Sri Lanka,field,West Indies,,47,0
odi,2017-07-11,Pakistan,West Indies,Grace Road,Leicester,Pakistan,field,West Indies,,19,0
odi,2017-07-12,South Africa,Sri Lanka,County Ground,Taunton,Sri Lanka,bat,South Africa,,0,8
odi,2017-07-12,Australia,India,County Ground,Bristol,Australia,field,Australia,,0,8
odi,2017-07-12,England,New Zealand,County Ground,Derby,England,bat,England,,75,0
odi,2017-07-15,Australia,South Africa,County Ground,Taunton,Australia,bat,Australia,,59,0
odi,2017-07-15,England,West Indies,County Ground,Bristol,West Indies,field,England,,92,0
odi,2017-07-15,India,New Zealand,County Ground,Derby,New Zealand,field,India,,186,0
odi,2017-07-15,Pakistan,Sri Lanka,Grace Road,Leicester,Sri Lanka,bat,Sri Lanka,,15,0
odi,2017-07-18,South Africa,England,County Ground,Bristol,South Africa,bat,England,,0,2
odi,2017-07-20,India,Australia,County Ground,Derby,India,bat,India,,36,0
odi,2017-07-23,England,India,Lord's,London,England,bat,England,,9,0
odi,2017-10-22,England,Australia,Allan Border Field,Brisbane,Australia,field,Australia,,0,2
odi,2017-10-26,Australia,England,International Sports Stadium,Coffs Harbour,England,field,Australia,,75,0
odi,2017-04-04,United Arab Emirates,Papua New Guinea,Sheikh Zayed Stadium,Abu Dhabi,United Arab Emirates,bat,United Arab Emirates,,103,0
odi,2017-06-15,Scotland,Zimbabwe,"Grange Cricket Club Ground, Raeburn Place",Edinburgh,Scotland,bat,Scotland,,26,0
odi,2017-06-17,Scotland,Zimbabwe,"Grange Cricket Club Ground, Raeburn Place",Edinburgh,Scotland,bat,Zimbabwe,,0,6
odi,2017-05-07,India,Ireland,North-West University No1 Ground,Potchefstroom,India,field,India,,0,10
odi,2017-05-09,South Africa,India,North-West University No1 Ground,Potchefstroom,India,field,India,,0,7
odi,2017-05-11,South Africa,Ireland,Senwes Park,Potchefstroom,South Africa,bat,South Africa,,178,0
odi,2017-05-17,South Africa,India,Senwes Park,Potchefstroom,India,field,South Africa,,8,0
odi,2017-05-19,South Africa,Ireland,North-West University No1 Ground,Potchefstroom,South Africa,bat,South Africa,,120,0
odi,2017-05-21,South Africa,India,Senwes Park,Potchefstroom,India,field,India,,0,8
odi,2017-06-23,West Indies,India,"Queen's Park Oval, Port of Spain",Trinidad,West Indies,field,,no result,0,0
odi,2017-06-25,West Indies,India,"Queen's Park Oval, Port of Spain",Trinidad,West Indies,field,India,,105,0
odi,2017-06-30,West Indies,India,"Sir Vivian Richards Stadium, North Sound",Antigua,West Indies,field,India,,93,0
odi,2017-07-02,West Indies,India,"Sir Vivian Richards Stadium, North Sound",Antigua,West Indies,bat,West Indies,,11,0
odi,2017-07-06,West Indies,India,"Sabina Park, Kingston",Jamaica,West Indies,bat,India,,0,8
odi,2017-06-30,Sri Lanka,Zimbabwe,Galle International Stadium,,Sri Lanka,bat,Zimbabwe,,0,6
odi,2017-07-02,Sri Lanka,Zimbabwe,Galle International Stadium,,Sri Lanka,field,Sri Lanka,,0,7
odi,2017-07-06,Sri Lanka,Zimbabwe,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,Sri Lanka,field,Sri Lanka,,0,8
odi,2017-07-08,Sri Lanka,Zimbabwe,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,Sri Lanka,bat,Zimbabwe,,0,4
odi,2017-07-10,Sri Lanka,Zimbabwe,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,Zimbabwe,field,Zimbabwe,,0,3
odi,2017-08-20,Sri Lanka,India,Rangiri Dambulla International Stadium,,India,field,India,,0,9
odi,2017-08-24,Sri Lanka,India,Pallekele International Cricket Stadium,,India,field,India,,0,3
odi,2017-08-27,Sri Lanka,India,Pallekele International Cricket Stadium,,Sri Lanka,bat,India,,0,6
odi,2017-08-31,India,Sri Lanka,"R.Premadasa Stadium, Khettarama",Colombo,India,bat,India,,168,0
odi,2017-09-03,Sri Lanka,India,"R.Premadasa Stadium, Khettarama",Colombo,Sri Lanka,bat,India,,0,6
odi,2018-02-25,England,New Zealand,Seddon Park,Hamilton,New Zealand,field,New Zealand,,0,3
odi,2018-02-28,New Zealand,England,Bay Oval,Mount Maunganui,England,field,England,,0,6
odi,2018-03-03,England,New Zealand,Westpac Stadium,Wellington,New Zealand,field,England,,4,0
odi,2018-03-07,England,New Zealand,University Oval,Dunedin,New Zealand,field,New Zealand,,0,5
odi,2018-03-10,New Zealand,England,Hagley Oval,Christchurch,England,field,England,,0,7
odi,2017-12-20,West Indies,New Zealand,Cobham Oval (New),Whangarei,New Zealand,field,New Zealand,,0,5
odi,2017-12-23,New Zealand,West Indies,Hagley Oval,Christchurch,West Indies,field,New Zealand,,204,0
odi,2017-12-26,New Zealand,West Indies,Hagley Oval,Christchurch,New Zealand,bat,New Zealand,,66,0
odi,2018-01-06,New Zealand,Pakistan,Basin Reserve,Wellington,Pakistan,field,New Zealand,,61,0
odi,2018-01-09,Pakistan,New Zealand,Saxton Oval,Nelson,Pakistan,bat,New Zealand,,0,8
odi,2018-01-13,New Zealand,Pakistan,University Oval,Dunedin,New Zealand,bat,New Zealand,,183,0
odi,2018-01-16,Pakistan,New Zealand,Seddon Park,Hamilton,Pakistan,bat,New Zealand,,0,5
odi,2018-01-19,New Zealand,Pakistan,Basin Reserve,Wellington,New Zealand,bat,New Zealand,,15,0
odi,2017-09-17,India,Australia,"MA Chidambaram Stadium, Chepauk",Chennai,India,bat,India,,26,0
odi,2017-09-21,India,Australia,Eden Gardens,Kolkata,India,bat,India,,50,0
odi,2017-09-24,Australia,India,Holkar Cricket Stadium,Indore,Australia,bat,India,,0,5
odi,2017-09-28,Australia,India,M.Chinnaswamy Stadium,Bengaluru,Australia,bat,Australia,,21,0
odi,2017-10-01,Australia,India,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,Australia,bat,India,,0,7
odi,2018-06-13,Australia,England,Kennington Oval,London,Australia,bat,England,,0,3
odi,2018-06-16,England,Australia,Sophia Gardens,Cardiff,Australia,field,England,,38,0
odi,2018-06-19,England,Australia,Trent Bridge,Nottingham,Australia,field,England,,242,0
odi,2018-06-21,Australia,England,Riverside Ground,Chester-le-Street,Australia,bat,England,,0,6
odi,2018-06-24,Australia,England,Old Trafford,Manchester,Australia,bat,England,,0,1
odi,2018-07-12,England,India,Trent Bridge,Nottingham,India,field,India,,0,8
odi,2018-07-14,England,India,Lord's,London,England,bat,England,,86,0
odi,2018-07-17,India,England,Headingley,Leeds,England,field,England,,0,8
odi,2017-10-22,India,New Zealand,Wankhede Stadium,Mumbai,India,bat,New Zealand,,0,6
odi,2017-10-25,New Zealand,India,Maharashtra Cricket Association Stadium,Pune,New Zealand,bat,India,,0,6
odi,2017-10-29,India,New Zealand,Green Park,Kanpur,New Zealand,field,India,,6,0
odi,2017-10-13,Pakistan,Sri Lanka,Dubai International Cricket Stadium,,Sri Lanka,field,Pakistan,,83,0
odi,2017-10-16,Pakistan,Sri Lanka,Sheikh Zayed Stadium,Abu Dhabi,Pakistan,bat,Pakistan,,32,0
odi,2017-10-18,Sri Lanka,Pakistan,Sheikh Zayed Stadium,Abu Dhabi,Sri Lanka,bat,Pakistan,,0,7
odi,2017-10-20,Sri Lanka,Pakistan,Sharjah Cricket Stadium,,Sri Lanka,bat,Pakistan,,0,7
odi,2017-10-23,Sri Lanka,Pakistan,Sharjah Cricket Stadium,,Sri Lanka,bat,Pakistan,,0,9
odi,2018-02-01,South Africa,India,Kingsmead,Durban,South Africa,bat,India,,0,6
odi,2018-02-04,South Africa,India,SuperSport Park,Centurion,India,field,India,,0,9
odi,2018-02-07,India,South Africa,Newlands,Cape Town,South Africa,field,India,,124,0
odi,2018-02-10,India,South Africa,The Wanderers Stadium,Johannesburg,India,bat,South Africa,,0,5
odi,2018-02-13,India,South Africa,St George's Park,Port Elizabeth,South Africa,field,India,,73,0
odi,2018-02-16,South Africa,India,SuperSport Park,Centurion,India,field,India,,0,8
odi,2017-12-10,India,Sri Lanka,Himachal Pradesh Cricket Association Stadium,Dharamsala,Sri Lanka,field,Sri Lanka,,0,7
odi,2017-12-13,India,Sri Lanka,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,Sri Lanka,field,India,,141,0
odi,2017-12-17,Sri Lanka,India,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,field,India,,0,8
odi,2017-10-31,New Zealand,Pakistan,Sharjah Cricket Stadium,,New Zealand,bat,New Zealand,,8,0
odi,2017-11-02,Pakistan,New Zealand,Sharjah Cricket Stadium,,Pakistan,bat,New Zealand,,0,7
odi,2017-11-05,New Zealand,Pakistan,Sharjah Cricket Stadium,,New Zealand,bat,Pakistan,,0,5
odi,2018-02-07,India,South Africa,Diamond Oval,Kimberley,South Africa,field,India,,178,0
odi,2018-02-10,India,South Africa,Senwes Park,Potchefstroom,India,bat,South Africa,,0,7
odi,2017-12-06,Hong Kong,Papua New Guinea,ICC Academy,Dubai,Papua New Guinea,field,Hong Kong,,23,0
odi,2018-06-09,England,South Africa,"County Ground, New Road",Worcester,England,bat,South Africa,,0,7
odi,2018-06-12,England,South Africa,County Ground,Hove,South Africa,field,England,,69,0
odi,2018-06-15,South Africa,England,St Lawrence Ground,Canterbury,South Africa,bat,England,,0,7
odi,2018-07-07,England,New Zealand,Headingley,Leeds,England,bat,England,,142,0
odi,2018-07-10,England,New Zealand,County Ground,Derby,England,bat,England,,123,0
odi,2018-07-13,England,New Zealand,Grace Road,Leicester,England,bat,New Zealand,,0,4
odi,2018-01-15,Zimbabwe,Bangladesh,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,field,Bangladesh,,0,8
odi,2018-01-17,Zimbabwe,Sri Lanka,"Shere Bangla National Stadium, Mirpur",Dhaka,Sri Lanka,field,Zimbabwe,,12,0
odi,2018-01-19,Bangladesh,Sri Lanka,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,bat,Bangladesh,,163,0
odi,2018-01-21,Zimbabwe,Sri Lanka,"Shere Bangla National Stadium, Mirpur",Dhaka,Zimbabwe,bat,Sri Lanka,,0,5
odi,2018-01-23,Bangladesh,Zimbabwe,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,bat,Bangladesh,,91,0
odi,2018-01-25,Bangladesh,Sri Lanka,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,bat,Sri Lanka,,0,10
odi,2018-01-27,Sri Lanka,Bangladesh,"Shere Bangla National Stadium, Mirpur",Dhaka,Sri Lanka,bat,Sri Lanka,,79,0
odi,2018-03-12,India,Australia,Reliance Stadium,Vadodara,India,bat,Australia,,0,8
odi,2018-03-15,Australia,India,Reliance Stadium,Vadodara,India,field,Australia,,60,0
odi,2018-01-11,United Arab Emirates,Ireland,ICC Academy,Dubai,Ireland,field,Ireland,,0,4
odi,2018-01-13,Ireland,United Arab Emirates,ICC Academy,Dubai,Ireland,bat,Ireland,,67,0
odi,2018-01-16,Scotland,Ireland,ICC Academy,Dubai,Ireland,field,Ireland,,0,6
odi,2018-01-18,Ireland,Scotland,ICC Academy,Dubai,Ireland,bat,Ireland,,24,0
odi,2018-01-21,Scotland,United Arab Emirates,ICC Academy,Dubai,United Arab Emirates,field,Scotland,,31,0
odi,2018-01-23,Scotland,United Arab Emirates,ICC Academy,Dubai,Scotland,bat,United Arab Emirates,,0,4
odi,2018-04-09,India,England,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,India,bat,England,,0,8
odi,2018-04-12,England,India,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,England,bat,India,,0,8
odi,2018-03-06,Papua New Guinea,Ireland,Harare Sports Club,,Ireland,field,Ireland,,0,4
odi,2018-03-06,West Indies,United Arab Emirates,Old Hararians,Harare,West Indies,bat,West Indies,,60,0
