match_type,date,team1,team2,venue,city,toss_winner,toss_decision,match_winner,result,win_by_runs,win_by_wickets
t20,2017-02-17,Australia,Sri Lanka,Melbourne Cricket Ground,,Sri Lanka,field,Sri Lanka,,0,5
t20,2017-02-19,Australia,Sri Lanka,"Simonds Stadium, South Geelong",Victoria,Sri Lanka,field,Sri Lanka,,0,2
t20,2017-02-22,Australia,Sri Lanka,Adelaide Oval,,Sri Lanka,field,Australia,,41,0
t20,2016-09-05,Ireland,Hong Kong,"Bready Cricket Club, Magheramason",Londonderry,Hong Kong,bat,Hong Kong,,40,0
t20,2016-06-18,Zimbabwe,India,Harare Sports Club,,India,field,Zimbabwe,,2,0
t20,2016-06-20,Zimbabwe,India,Harare Sports Club,,Zimbabwe,bat,India,,0,10
t20,2016-06-22,Zimbabwe,India,Harare Sports Club,,Zimbabwe,field,India,,3,0
t20,2017-01-03,New Zealand,Bangladesh,McLean Park,Napier,Bangladesh,bat,New Zealand,,0,6
t20,2017-01-06,New Zealand,Bangladesh,Bay Oval,Mount Maunganui,Bangladesh,field,New Zealand,,47,0
t20,2017-01-08,New Zealand,Bangladesh,Bay Oval,Mount Maunganui,Bangladesh,field,New Zealand,,27,0
t20,2017-02-17,New Zealand,South Africa,Eden Park,Auckland,New Zealand,field,South Africa,,78,0
t20,2017-06-21,England,South Africa,The Rose Bowl,Southampton,South Africa,bat,England,,0,9
t20,2017-06-23,England,South Africa,County Ground,Taunton,England,field,South Africa,,3,0
t20,2017-06-25,England,South Africa,Sophia Gardens,Cardiff,South Africa,field,England,,19,0
t20,2017-09-16,West Indies,England,Riverside Ground,Chester-le-Street,England,field,West Indies,,21,0
t20,2017-01-26,India,England,Green Park,Kanpur,England,field,England,,0,7
t20,2017-01-29,India,England,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,England,field,India,,5,0
t20,2017-02-01,India,England,M Chinnaswamy Stadium,Bangalore,England,field,India,,75,0
t20,2016-08-27,India,West Indies,Central Broward Regional Park Stadium Turf Ground,Lauderhill,India,field,West Indies,,1,0
t20,2016-08-28,India,West Indies,Central Broward Regional Park Stadium Turf Ground,Lauderhill,India,field,,no result,0,0
t20,2017-02-17,Australia,New Zealand,Melbourne Cricket Ground,,New Zealand,field,Australia,,40,0
t20,2017-02-19,Australia,New Zealand,"Simonds Stadium, South Geelong",Victoria,Australia,field,New Zealand,,8,0
t20,2017-02-22,Australia,New Zealand,Adelaide Oval,,New Zealand,bat,New Zealand,,47,0
t20,2016-09-27,Sri Lanka,Australia,Sinhalese Sports Club Ground,Colombo,Australia,field,Australia,,0,10
t20,2016-09-23,Pakistan,West Indies,Dubai International Cricket Stadium,,Pakistan,field,Pakistan,,0,9
t20,2016-09-24,Pakistan,West Indies,Dubai International Cricket Stadium,,West Indies,field,Pakistan,,16,0
t20,2016-09-27,Pakistan,West Indies,Sheikh Zayed Stadium,Abu Dhabi,Pakistan,field,Pakistan,,0,8
t20,2016-11-21,New Zealand,Pakistan,Saxton Oval,Nelson,New Zealand,bat,New Zealand,,14,0
t20,2016-12-04,India,Pakistan,Asian Institute of Technology Ground,Bangkok,India,bat,India,,17,0
t20,2018-02-03,New Zealand,Australia,Sydney Cricket Ground,,Australia,field,Australia,,0,7
t20,2018-02-07,England,Australia,Bellerive Oval,Hobart,Australia,field,Australia,,0,5
t20,2018-02-10,England,Australia,Melbourne Cricket Ground,,Australia,field,Australia,,0,7
t20,2018-02-13,New Zealand,England,Westpac Stadium,Wellington,England,field,New Zealand,,12,0
t20,2018-02-16,New Zealand,Australia,Eden Park,Auckland,New Zealand,bat,Australia,,0,5
t20,2018-02-18,England,New Zealand,Seddon Park,Hamilton,New Zealand,field,England,,2,0
t20,2018-02-21,New Zealand,Australia,Eden Park,Auckland,New Zealand,bat,Australia,,19,0
t20,2017-01-14,Hong Kong,Scotland,Sheikh Zayed Stadium,Abu Dhabi,Scotland,bat,Scotland,,24,0
t20,2017-01-15,Netherlands,Oman,Sheikh Zayed Stadium,Abu Dhabi,Oman,bat,Netherlands,,0,5
t20,2017-01-16,Hong Kong,Oman,Sheikh Zayed Stadium,Abu Dhabi,Oman,field,Oman,,0,7
t20,2017-01-17,Netherlands,Scotland,Sheikh Zayed Stadium,Abu Dhabi,Netherlands,field,Scotland,,7,0
t20,2017-01-18,United Arab Emirates,Ireland,Dubai International Cricket Stadium,,Ireland,bat,Ireland,,24,0
t20,2017-01-18,Hong Kong,Netherlands,Dubai International Cricket Stadium,,Hong Kong,bat,Hong Kong,,91,0
t20,2017-01-19,Oman,Scotland,Dubai International Cricket Stadium,,Oman,bat,Scotland,,0,7
t20,2017-01-20,Ireland,Scotland,Dubai International Cricket Stadium,,Scotland,field,Ireland,,98,0
t20,2017-10-26,South Africa,Bangladesh,Mangaung Oval,Bloemfontein,South Africa,bat,South Africa,,20,0
t20,2017-10-29,South Africa,Bangladesh,Senwes Park,Potchefstroom,Bangladesh,field,South Africa,,83,0
t20,2017-03-26,West Indies,Pakistan,"Kensington Oval, Bridgetown",Barbados,Pakistan,field,Pakistan,,0,6
t20,2017-03-30,West Indies,Pakistan,"Queen's Park Oval, Port of Spain",Trinidad,West Indies,field,Pakistan,,3,0
t20,2017-04-05,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Royal Challengers Bangalore,field,Sunrisers Hyderabad,,35,0
t20,2017-04-06,Rising Pune Supergiant,Mumbai Indians,Maharashtra Cricket Association Stadium,Pune,Rising Pune Supergiant,field,Rising Pune Supergiant,,0,7
t20,2017-04-07,Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,Rajkot,Kolkata Knight Riders,field,Kolkata Knight Riders,,0,10
t20,2017-04-08,Kings XI Punjab,Rising Pune Supergiant,Holkar Cricket Stadium,Indore,Kings XI Punjab,field,Kings XI Punjab,,0,6
t20,2017-04-08,Royal Challengers Bangalore,Delhi Daredevils,M.Chinnaswamy Stadium,Bengaluru,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,,15,0
t20,2017-04-09,Sunrisers Hyderabad,Gujarat Lions,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,0,9
t20,2017-04-09,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,Mumbai,Mumbai Indians,field,Mumbai Indians,,0,4
t20,2017-04-10,Kings XI Punjab,Royal Challengers Bangalore,Holkar Cricket Stadium,Indore,Royal Challengers Bangalore,bat,Kings XI Punjab,,0,8
t20,2017-04-11,Rising Pune Supergiant,Delhi Daredevils,Maharashtra Cricket Association Stadium,Pune,Rising Pune Supergiant,field,Delhi Daredevils,,97,0
t20,2017-04-12,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,Mumbai,Mumbai Indians,field,Mumbai Indians,,0,4
t20,2017-04-13,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,Kolkata,Kolkata Knight Riders,field,Kolkata Knight Riders,,0,8
t20,2017-04-14,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,Bangalore,Mumbai Indians,field,Mumbai Indians,,0,4
t20,2017-04-14,Gujarat Lions,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,Rajkot,Gujarat Lions,field,Gujarat Lions,,0,7
t20,2017-04-15,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Kolkata,Sunrisers Hyderabad,field,Kolkata Knight Riders,,17,0
t20,2017-04-15,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,Delhi,Delhi Daredevils,bat,Delhi Daredevils,,51,0
t20,2017-04-16,Mumbai Indians,Gujarat Lions,Wankhede Stadium,Mumbai,Mumbai Indians,field,Mumbai Indians,,0,6
t20,2017-04-16,Royal Challengers Bangalore,Rising Pune Supergiant,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,field,Rising Pune Supergiant,,27,0
t20,2017-04-17,Delhi Daredevils,Kolkata Knight Riders,Feroz Shah Kotla,Delhi,Delhi Daredevils,bat,Kolkata Knight Riders,,0,4
t20,2017-04-17,Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Kings XI Punjab,field,Sunrisers Hyderabad,,5,0
t20,2017-04-18,Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,Rajkot,Gujarat Lions,field,Royal Challengers Bangalore,,21,0
t20,2017-04-19,Sunrisers Hyderabad,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,,15,0
t20,2017-04-20,Kings XI Punjab,Mumbai Indians,Holkar Cricket Stadium,Indore,Mumbai Indians,field,Mumbai Indians,,0,8
t20,2017-04-21,Kolkata Knight Riders,Gujarat Lions,Eden Gardens,Kolkata,Gujarat Lions,field,Gujarat Lions,,0,4
t20,2017-04-22,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,Mumbai,Delhi Daredevils,field,Mumbai Indians,,14,0
t20,2017-04-22,Rising Pune Supergiant,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,Pune,Rising Pune Supergiant,field,Rising Pune Supergiant,,0,6
t20,2017-04-23,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,Rajkot,Gujarat Lions,field,Kings XI Punjab,,26,0
t20,2017-04-23,Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,Kolkata,Royal Challengers Bangalore,field,Kolkata Knight Riders,,82,0
t20,2017-04-24,Mumbai Indians,Rising Pune Supergiant,Wankhede Stadium,Mumbai,Mumbai Indians,field,Rising Pune Supergiant,,3,0
t20,2017-04-26,Rising Pune Supergiant,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,Pune,Kolkata Knight Riders,field,Kolkata Knight Riders,,0,7
t20,2017-04-27,Royal Challengers Bangalore,Gujarat Lions,M Chinnaswamy Stadium,Bangalore,Gujarat Lions,field,Gujarat Lions,,0,7
t20,2017-04-28,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,Kolkata,Kolkata Knight Riders,field,Kolkata Knight Riders,,0,7
t20,2017-04-28,Kings XI Punjab,Sunrisers Hyderabad,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,Kings XI Punjab,field,Sunrisers Hyderabad,,26,0
t20,2017-04-29,Rising Pune Supergiant,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,Pune,Royal Challengers Bangalore,field,Rising Pune Supergiant,,61,0
t20,2017-04-29,Gujarat Lions,Mumbai Indians,Saurashtra Cricket Association Stadium,Rajkot,Gujarat Lions,bat,,tie,0,0
t20,2017-04-30,Kings XI Punjab,Delhi Daredevils,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,Kings XI Punjab,field,Kings XI Punjab,,0,10
t20,2017-04-30,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Kolkata Knight Riders,field,Sunrisers Hyderabad,,48,0
t20,2017-05-01,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,Mumbai,Royal Challengers Bangalore,bat,Mumbai Indians,,0,5
t20,2017-05-01,Rising Pune Supergiant,Gujarat Lions,Maharashtra Cricket Association Stadium,Pune,Rising Pune Supergiant,field,Rising Pune Supergiant,,0,5
t20,2017-05-02,Delhi Daredevils,Sunrisers Hyderabad,Feroz Shah Kotla,Delhi,Delhi Daredevils,field,Delhi Daredevils,,0,6
t20,2017-05-03,Kolkata Knight Riders,Rising Pune Supergiant,Eden Gardens,Kolkata,Rising Pune Supergiant,field,Rising Pune Supergiant,,0,4
t20,2017-05-04,Delhi Daredevils,Gujarat Lions,Feroz Shah Kotla,Delhi,Delhi Daredevils,field,Delhi Daredevils,,0,7
t20,2017-05-05,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,field,Kings XI Punjab,,19,0
t20,2017-05-06,Sunrisers Hyderabad,Rising Pune Supergiant,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Sunrisers Hyderabad,field,Rising Pune Supergiant,,12,0
t20,2017-05-06,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Delhi,Delhi Daredevils,field,Mumbai Indians,,146,0
t20,2017-05-07,Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,Bangalore,Kolkata Knight Riders,field,Kolkata Knight Riders,,0,6
t20,2017-05-07,Kings XI Punjab,Gujarat Lions,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,Gujarat Lions,field,Gujarat Lions,,0,6
t20,2017-05-08,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Mumbai Indians,bat,Sunrisers Hyderabad,,0,7
t20,2017-05-09,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,Kolkata Knight Riders,field,Kings XI Punjab,,14,0
t20,2017-05-10,Gujarat Lions,Delhi Daredevils,Green Park,Kanpur,Delhi Daredevils,field,Delhi Daredevils,,0,2
t20,2017-05-11,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,Mumbai,Mumbai Indians,field,Kings XI Punjab,,7,0
t20,2017-05-12,Delhi Daredevils,Rising Pune Supergiant,Feroz Shah Kotla,Delhi,Delhi Daredevils,bat,Delhi Daredevils,,7,0
t20,2017-05-13,Gujarat Lions,Sunrisers Hyderabad,Green Park,Kanpur,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,0,8
t20,2017-05-13,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,Kolkata,Kolkata Knight Riders,field,Mumbai Indians,,9,0
t20,2017-05-14,Rising Pune Supergiant,Kings XI Punjab,Maharashtra Cricket Association Stadium,Pune,Rising Pune Supergiant,field,Rising Pune Supergiant,,0,9
t20,2017-05-14,Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,Delhi,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,,10,0
t20,2017-05-16,Mumbai Indians,Rising Pune Supergiant,Wankhede Stadium,Mumbai,Mumbai Indians,field,Rising Pune Supergiant,,20,0
t20,2017-05-17,Sunrisers Hyderabad,Kolkata Knight Riders,M Chinnaswamy Stadium,Bangalore,Kolkata Knight Riders,field,Kolkata Knight Riders,,0,7
t20,2017-05-19,Mumbai Indians,Kolkata Knight Riders,M Chinnaswamy Stadium,Bangalore,Mumbai Indians,field,Mumbai Indians,,0,6
t20,2017-05-21,Mumbai Indians,Rising Pune Supergiant,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Mumbai Indians,bat,Mumbai Indians,,1,0
t20,2017-04-04,Sri Lanka,Bangladesh,R Premadasa Stadium,Colombo,Bangladesh,bat,Sri Lanka,,0,6
t20,2017-04-06,Sri Lanka,Bangladesh,R Premadasa Stadium,Colombo,Bangladesh,bat,Bangladesh,,45,0
t20,2017-04-01,West Indies,Pakistan,"Queen's Park Oval, Port of Spain",Trinidad,Pakistan,bat,West Indies,,0,7
t20,2017-04-02,West Indies,Pakistan,"Queen's Park Oval, Port of Spain",Trinidad,Pakistan,field,Pakistan,,0,7
t20,2017-11-17,England,Australia,North Sydney Oval,Sydney,Australia,field,Australia,,0,6
t20,2017-11-19,England,Australia,Manuka Oval,Canberra,England,bat,England,,40,0
t20,2017-11-21,Australia,England,Manuka Oval,Canberra,Australia,bat,England,,0,4
t20,2017-04-12,United Arab Emirates,Papua New Guinea,Sheikh Zayed Stadium,Abu Dhabi,United Arab Emirates,field,United Arab Emirates,,0,5
t20,2017-04-14,United Arab Emirates,Papua New Guinea,Sheikh Zayed Stadium,Abu Dhabi,Papua New Guinea,field,United Arab Emirates,,30,0
t20,2017-04-14,United Arab Emirates,Papua New Guinea,Sheikh Zayed Stadium,Abu Dhabi,Papua New Guinea,bat,United Arab Emirates,,0,5
t20,2017-07-09,West Indies,India,"Sabina Park, Kingston",Jamaica,West Indies,field,West Indies,,0,9
t20,2017-09-06,Sri Lanka,India,"R.Premadasa Stadium, Khettarama",Colombo,India,field,India,,0,7
t20,2017-12-29,New Zealand,West Indies,Saxton Oval,Nelson,West Indies,field,New Zealand,,47,0
t20,2018-01-01,New Zealand,West Indies,Bay Oval,Mount Maunganui,West Indies,field,,no result,0,0
t20,2018-01-03,New Zealand,West Indies,Bay Oval,Mount Maunganui,New Zealand,bat,New Zealand,,119,0
t20,2018-01-22,Pakistan,New Zealand,Westpac Stadium,Wellington,New Zealand,field,New Zealand,,0,7
t20,2018-01-25,Pakistan,New Zealand,Eden Park,Auckland,Pakistan,bat,Pakistan,,48,0
t20,2018-01-28,Pakistan,New Zealand,Bay Oval,Mount Maunganui,Pakistan,bat,Pakistan,,18,0
t20,2017-09-12,Pakistan,ICC World XI,Gaddafi Stadium,Lahore,ICC World XI,field,Pakistan,,20,0
t20,2017-09-13,Pakistan,ICC World XI,Gaddafi Stadium,Lahore,Pakistan,bat,ICC World XI,,0,7
t20,2017-09-15,Pakistan,ICC World XI,Gaddafi Stadium,Lahore,ICC World XI,field,Pakistan,,33,0
t20,2017-10-07,Australia,India,JSCA International Stadium Complex,Ranchi,India,field,India,,0,9
t20,2017-10-10,India,Australia,Barsapara Cricket Stadium,Guwahati,Australia,field,Australia,,0,8
t20,2018-06-27,England,Australia,Edgbaston,Birmingham,Australia,field,England,,28,0
t20,2018-07-03,England,India,Old Trafford,Manchester,India,field,India,,0,8
t20,2018-07-06,India,England,Sophia Gardens,Cardiff,England,field,England,,0,5
t20,2018-07-08,England,India,County Ground,Bristol,India,field,India,,0,7
t20,2017-11-01,India,New Zealand,Arun Jaitley Stadium,Delhi,New Zealand,field,India,,53,0
t20,2017-11-04,New Zealand,India,Saurashtra Cricket Association Stadium,Rajkot,New Zealand,bat,New Zealand,,40,0
t20,2017-11-07,India,New Zealand,Greenfield International Stadium,Thiruvananthapuram,New Zealand,field,India,,6,0
t20,2017-10-26,Sri Lanka,Pakistan,Sheikh Zayed Stadium,Abu Dhabi,Pakistan,field,Pakistan,,0,7
t20,2017-10-27,Sri Lanka,Pakistan,Sheikh Zayed Stadium,Abu Dhabi,Pakistan,field,Pakistan,,0,2
t20,2017-10-29,Pakistan,Sri Lanka,Gaddafi Stadium,Lahore,Sri Lanka,field,Pakistan,,36,0
t20,2018-02-18,India,South Africa,The Wanderers Stadium,Johannesburg,South Africa,field,India,,28,0
t20,2018-02-21,India,South Africa,SuperSport Park,Centurion,South Africa,field,South Africa,,0,6
t20,2018-02-24,India,South Africa,Newlands,Cape Town,South Africa,field,India,,7,0
t20,2017-12-20,India,Sri Lanka,Barabati Stadium,Cuttack,Sri Lanka,field,India,,93,0
t20,2017-12-22,India,Sri Lanka,Holkar Cricket Stadium,Indore,Sri Lanka,field,India,,88,0
t20,2017-12-24,Sri Lanka,India,Wankhede Stadium,Mumbai,India,field,India,,0,5
t20,2017-10-21,West Indies,Sri Lanka,Coolidge Cricket Ground,Antigua,West Indies,bat,West Indies,,47,0
t20,2017-11-09,New Zealand,Pakistan,Sharjah Cricket Stadium,,New Zealand,bat,New Zealand,,39,0
t20,2017-11-12,New Zealand,Pakistan,Sharjah Cricket Stadium,,New Zealand,bat,New Zealand,,42,0
t20,2017-11-14,Pakistan,New Zealand,Sharjah Cricket Stadium,,Pakistan,bat,New Zealand,,0,7
t20,2018-02-13,South Africa,India,Senwes Park,Potchefstroom,India,field,India,,0,7
t20,2018-02-16,South Africa,India,Buffalo Park,East London,India,field,India,,0,9
t20,2018-02-18,India,South Africa,The Wanderers Stadium,Johannesburg,South Africa,field,South Africa,,0,5
t20,2018-02-21,South Africa,India,SuperSport Park,Centurion,India,field,,no result,0,0
t20,2018-02-24,India,South Africa,Newlands,Cape Town,South Africa,field,India,,54,0
t20,2018-06-20,New Zealand,South Africa,The Cooper Associates County Ground,Taunton,South Africa,field,New Zealand,,66,0
t20,2018-06-20,England,South Africa,The Cooper Associates County Ground,Taunton,England,bat,England,,121,0
t20,2018-06-23,England,South Africa,The Cooper Associates County Ground,Taunton,England,bat,South Africa,,0,6
t20,2018-06-23,England,New Zealand,The Cooper Associates County Ground,Taunton,England,bat,England,,54,0
t20,2018-06-28,South Africa,New Zealand,County Ground,Bristol,South Africa,bat,New Zealand,,0,8
t20,2018-06-28,New Zealand,England,County Ground,Bristol,New Zealand,bat,England,,0,7
t20,2018-07-01,New Zealand,England,County Ground,Chelmsford,New Zealand,bat,England,,0,7
t20,2018-06-12,Pakistan,Scotland,"Grange Cricket Club, Raeburn Place",Edinburgh,Pakistan,bat,Pakistan,,48,0
t20,2018-06-13,Pakistan,Scotland,"Grange Cricket Club, Raeburn Place",Edinburgh,Pakistan,bat,Pakistan,,84,0
t20,2018-02-15,Bangladesh,Sri Lanka,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,bat,Sri Lanka,,0,6
t20,2018-02-18,Sri Lanka,Bangladesh,Sylhet International Cricket Stadium,,Bangladesh,field,Sri Lanka,,75,0
t20,2018-03-22,India,Australia,Brabourne Stadium,Mumbai,Australia,field,Australia,,0,6
t20,2018-03-23,Australia,England,Brabourne Stadium,Mumbai,England,field,England,,0,8
t20,2018-03-25,India,England,Brabourne Stadium,Mumbai,England,field,England,,0,7
t20,2018-03-26,Australia,India,Brabourne Stadium,Mumbai,India,field,Australia,,36,0
t20,2018-03-28,England,Australia,Brabourne Stadium,Mumbai,Australia,field,Australia,,0,8
t20,2018-03-29,England,India,Brabourne Stadium,Mumbai,England,bat,India,,0,8
t20,2018-03-31,Australia,England,Brabourne Stadium,Mumbai,England,field,Australia,,57,0
t20,2018-03-06,India,Sri Lanka,"R.Premadasa Stadium, Khettarama",Colombo,Sri Lanka,field,Sri Lanka,,0,5
t20,2018-03-08,Bangladesh,India,"R.Premadasa Stadium, Khettarama",Colombo,India,field,India,,0,6
t20,2018-03-10,Sri Lanka,Bangladesh,"R.Premadasa Stadium, Khettarama",Colombo,Bangladesh,field,Bangladesh,,0,5
t20,2018-03-12,Sri Lanka,India,"R.Premadasa Stadium, Khettarama",Colombo,India,field,India,,0,6
t20,2018-03-14,India,Bangladesh,"R.Premadasa Stadium, Khettarama",Colombo,Bangladesh,field,India,,17,0
t20,2018-03-16,Sri Lanka,Bangladesh,"R.Premadasa Stadium, Khettarama",Colombo,Bangladesh,field,Bangladesh,,0,2
t20,2018-03-18,Bangladesh,India,"R.Premadasa Stadium, Khettarama",Colombo,India,field,India,,0,4
t20,2018-04-07,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,Mumbai,Chennai Super Kings,field,Chennai Super Kings,,0,1
t20,2018-04-08,Delhi Daredevils,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Kings XI Punjab,field,Kings XI Punjab,,0,6
t20,2018-04-08,Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,Kolkata,Kolkata Knight Riders,field,Kolkata Knight Riders,,0,4
t20,2018-04-09,Rajasthan Royals,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,0,9
t20,2018-04-10,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,Chennai,Chennai Super Kings,field,Chennai Super Kings,,0,5
t20,2018-04-11,Rajasthan Royals,Delhi Daredevils,Sawai Mansingh Stadium,Jaipur,Delhi Daredevils,field,Rajasthan Royals,,10,0
t20,2018-04-12,Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,0,1
t20,2018-04-13,Kings XI Punjab,Royal Challengers Bangalore,M.Chinnaswamy Stadium,Bengaluru,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,0,4
t20,2018-04-14,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,Mumbai,Delhi Daredevils,field,Delhi Daredevils,,0,7
t20,2018-04-14,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Kolkata,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,0,5
t20,2018-04-15,Rajasthan Royals,Royal Challengers Bangalore,M.Chinnaswamy Stadium,Bengaluru,Royal Challengers Bangalore,field,Rajasthan Royals,,19,0
t20,2018-04-15,Kings XI Punjab,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Chennai Super Kings,field,Kings XI Punjab,,4,0
t20,2018-04-16,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,Kolkata,Delhi Daredevils,field,Kolkata Knight Riders,,71,0
t20,2018-04-17,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,Mumbai,Royal Challengers Bangalore,field,Mumbai Indians,,46,0
t20,2018-04-18,Rajasthan Royals,Kolkata Knight Riders,Sawai Mansingh Stadium,Jaipur,Kolkata Knight Riders,field,Kolkata Knight Riders,,0,7
t20,2018-04-19,Kings XI Punjab,Sunrisers Hyderabad,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Kings XI Punjab,bat,Kings XI Punjab,,15,0
t20,2018-04-20,Chennai Super Kings,Rajasthan Royals,Maharashtra Cricket Association Stadium,Pune,Rajasthan Royals,field,Chennai Super Kings,,64,0
t20,2018-04-21,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,Kolkata,Kings XI Punjab,field,Kings XI Punjab,,0,9
t20,2018-04-21,Delhi Daredevils,Royal Challengers Bangalore,M.Chinnaswamy Stadium,Bengaluru,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,0,6
t20,2018-04-22,Chennai Super Kings,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,Sunrisers Hyderabad,field,Chennai Super Kings,,4,0
t20,2018-04-22,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,Jaipur,Mumbai Indians,bat,Rajasthan Royals,,0,3
t20,2018-04-23,Kings XI Punjab,Delhi Daredevils,Arun Jaitley Stadium,Delhi,Delhi Daredevils,field,Kings XI Punjab,,4,0
t20,2018-04-24,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,Mumbai,Mumbai Indians,field,Sunrisers Hyderabad,,31,0
t20,2018-04-25,Royal Challengers Bangalore,Chennai Super Kings,M.Chinnaswamy Stadium,Bengaluru,Chennai Super Kings,field,Chennai Super Kings,,0,5
t20,2018-04-26,Sunrisers Hyderabad,Kings XI Punjab,Rajiv Gandhi International Stadium,Hyderabad,Kings XI Punjab,field,Sunrisers Hyderabad,,13,0
t20,2018-04-27,Delhi Daredevils,Kolkata Knight Riders,Arun Jaitley Stadium,Delhi,Kolkata Knight Riders,field,Delhi Daredevils,,55,0
t20,2018-04-28,Chennai Super Kings,Mumbai Indians,Maharashtra Cricket Association Stadium,Pune,Mumbai Indians,field,Mumbai Indians,,0,8
t20,2018-04-29,Sunrisers Hyderabad,Rajasthan Royals,Sawai Mansingh Stadium,Jaipur,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,,11,0
t20,2018-04-29,Royal Challengers Bangalore,Kolkata Knight Riders,M.Chinnaswamy Stadium,Bengaluru,Kolkata Knight Riders,field,Kolkata Knight Riders,,0,6
t20,2018-04-30,Chennai Super Kings,Delhi Daredevils,Maharashtra Cricket Association Stadium,Pune,Delhi Daredevils,field,Chennai Super Kings,,13,0
t20,2018-05-01,Royal Challengers Bangalore,Mumbai Indians,M.Chinnaswamy Stadium,Bengaluru,Mumbai Indians,field,Royal Challengers Bangalore,,14,0
t20,2018-05-02,Delhi Daredevils,Rajasthan Royals,Arun Jaitley Stadium,Delhi,Rajasthan Royals,field,Delhi Daredevils,,4,0
